SrcAddr,Sport,DstAddr,Dport,DstLoad,SrcPkts,SrcBytes,DstLoss,DstBytes,sMeanPktSz,SrcLoad,dMeanPktSz,Rate
192.168.1.96,49666,64.233.184.92,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,18.873978
192.168.1.96,49712,64.233.184.92,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,18.712225
192.168.1.96,49698,64.233.184.92,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,17.310022
192.168.1.96,55094,142.250.201.10,https,24024.023438,2,132,0,205,66.000000,15394.034180,102.500000,87.466103
fe80::36e8:94ff:feb8:d628,0x0087,fe80::5424:887b:fabb:31da,0x0000,3078.916016,2,164,0,164,82.000000,3078.916016,82.000000,14.080408
192.168.1.96,52532,142.250.200.234,https,20061.351562,3,198,0,205,66.000000,25709.695312,102.500000,97.385208
192.168.1.96,58240,172.217.18.238,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,19.841663
192.168.1.96,35502,104.16.226.10,https,8984.240234,10,7037,0,2045,703.700012,30910.470703,204.500000,11.590207
192.168.1.96,58504,172.217.19.131,https,19614.843750,2,132,0,205,66.000000,12568.735352,102.500000,71.413269
192.168.1.96,54922,216.58.211.195,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,22.580500
192.168.1.96,33102,172.217.171.206,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,13.553442
192.168.1.96,44628,104.244.42.136,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,11.171312
192.168.1.96,46642,216.58.205.205,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,12.966132
192.168.1.96,39926,172.217.19.142,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,14.837676
192.168.1.96,36551,104.16.226.10,https,69629.789062,9,2297,0,2574,255.222229,62143.367188,286.000000,64.669273
192.168.1.96,42810,104.16.227.10,https,3931.314941,2,174,0,170,87.000000,3840.939941,85.000000,16.945324
192.168.1.96,60202,142.250.203.234,https,21564.470703,2,132,0,205,66.000000,13818.010742,102.500000,78.511421
192.168.1.96,51820,216.58.212.110,https,29202.097656,5,1797,0,1045,359.399994,48211.960938,174.166672,41.908867
192.168.1.96,42810,104.16.227.10,https,13341.768555,2,174,0,170,87.000000,13035.060547,85.000000,57.507622
192.168.1.96,35502,104.16.226.10,https,33855.078125,4,3559,0,694,889.750000,173499.140625,173.500000,56.858334
192.168.1.96,58240,172.217.18.238,https,22037.388672,3,198,0,205,66.000000,28242.089844,102.500000,106.977615
192.168.1.96,46642,216.58.205.205,https,23118.791016,2,132,0,205,66.000000,14813.982422,102.500000,84.170357
192.168.1.96,54922,216.58.211.195,https,23332.861328,2,132,0,205,66.000000,14951.154297,102.500000,84.949738
192.168.1.96,39926,172.217.19.142,https,22567.923828,2,132,0,205,66.000000,14461.000000,102.500000,82.164772
192.168.1.96,37980,172.217.171.206,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,27.300026
192.168.1.96,53484,66.102.1.188,5228,0.000000,1,66,0,66,66.000000,0.000000,66.000000,18.051844
192.168.1.96,35502,104.16.226.10,https,33818.968750,4,3559,0,695,889.750000,172982.078125,173.750000,56.688885
0,0,81,1,0.000000,481,137590,0,0,0.000000,0.000000,0.000000,0.000000
192.168.1.96,42810,104.16.227.10,https,0.000000,1,108,0,170,108.000000,14498.625000,85.000000,42.643017
192.168.1.96,35502,104.16.226.10,https,34364.261719,4,3637,0,700,909.250000,178563.250000,175.000000,57.273769
192.168.1.96,34193,142.251.37.228,https,128331.226562,6,1756,0,2568,292.666656,91424.289062,513.599976,78.060356
192.168.1.96,56745,192.168.1.1,domain,0.000000,1,83,0,348,83.000000,0.000000,348.000000,21.300161
192.168.1.96,49160,92.122.225.9,http,1264030.250000,51,3314,3,96816,64.980392,43094.800781,1489.476929,190.611633
192.168.1.96,49159,92.122.225.9,http,0.000000,2,120,0,66,60.000000,16427.105469,66.000000,68.446266
192.168.1.96,47399,192.168.1.1,domain,0.000000,1,81,0,341,81.000000,0.000000,341.000000,17.930788
192.168.1.96,41891,192.168.1.1,domain,0.000000,1,82,0,343,82.000000,0.000000,343.000000,14.759711
192.168.1.96,51820,151.101.0.176,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,37.667622
192.168.1.96,51810,151.101.0.176,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,37.775761
192.168.1.96,40820,108.139.229.25,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,17.915047
192.168.1.96,49161,92.122.225.9,http,487628.062500,7,875,0,5448,125.000000,80555.296875,908.000000,161.110596
192.168.1.96,49162,92.122.225.9,http,0.000000,2,120,0,66,60.000000,14398.416016,66.000000,59.993401
192.168.1.96,33422,192.168.1.1,domain,0.000000,1,87,0,182,87.000000,0.000000,182.000000,20.400253
192.168.1.96,49163,88.221.103.209,https,58475.972656,10,949,1,6784,94.900002,8289.995117,753.777771,21.815775
192.168.1.96,49164,88.221.103.209,https,54206.566406,12,1398,0,7441,116.500000,10272.405273,676.454529,22.035191
192.168.1.96,47071,192.168.1.1,domain,0.000000,1,94,0,186,94.000000,0.000000,186.000000,22.293066
192.168.1.96,49165,209.197.3.8,http,1264992.750000,42,2844,1,72088,67.714287,49724.476562,1441.760010,203.678757
192.168.1.96,49166,209.197.3.8,http,1289740.750000,40,2724,0,72088,68.099998,48488.277344,1441.760010,203.099442
192.168.1.96,60392,192.168.1.1,domain,0.000000,1,91,0,172,91.000000,0.000000,172.000000,22.197065
192.168.1.96,49168,192.229.221.95,http,66435.070312,4,372,0,1423,93.000000,19531.490234,474.333344,52.504005
192.168.1.96,49167,192.229.221.95,http,58407.187500,4,372,0,1423,93.000000,17171.343750,474.333344,46.159527
192.168.1.96,33858,192.168.1.1,domain,0.000000,1,88,0,193,88.000000,0.000000,193.000000,23.998081
192.168.1.96,49169,192.229.221.95,http,32901.214844,6,818,0,2793,136.333328,10039.654297,558.599976,18.401127
192.168.1.96,40864,192.168.1.1,domain,0.000000,1,93,0,137,93.000000,0.000000,137.000000,26.259125
192.168.1.96,49170,204.79.197.200,https,1799974.375000,74,5100,2,106688,68.918922,85998.718750,1367.794922,322.580627
192.168.1.96,49171,204.79.197.200,https,224905.593750,11,1073,1,7693,97.545456,31702.464844,769.299988,81.205086
192.168.1.96,33008,172.217.171.195,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,26.547029
192.168.1.96,49712,64.233.184.92,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,18.823883
192.168.1.96,36010,104.16.169.131,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,32.452782
192.168.1.96,49698,64.233.184.92,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,16.155088
192.168.1.96,32996,172.217.171.195,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,14.250292
192.168.1.96,33302,142.251.37.234,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,15.095935
192.168.1.96,51446,172.217.19.138,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,14.867899
192.168.1.96,49666,64.233.184.92,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,12.466030
192.168.1.96,59830,151.101.0.176,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,18.239189
192.168.1.96,54744,172.217.19.46,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,15.378700
192.168.1.1,,224.0.0.1,,0.000000,1,46,0,0,46.000000,0.000000,0.000000,0.000000
192.168.1.96,49160,92.122.225.9,http,7649.956543,6,906,0,4819,151.000000,1497.852051,963.799988,2.479887
192.168.1.96,49159,92.122.225.9,http,44453.093750,16,1595,2,23956,99.687500,2974.275391,1597.066650,7.455570
192.168.1.96,33102,172.217.171.206,https,16895.402344,6,934,0,726,155.666672,20694.210938,90.750000,43.168285
192.168.1.96,44628,104.244.42.136,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,19.552254
192.168.1.96,35502,104.16.226.10,https,3809.780029,9,8095,0,1672,899.444458,18436.568359,185.777771,5.444373
192.168.1.96,50202,172.217.171.206,https,303519.906250,5,2945,0,7229,589.000000,113040.296875,903.625000,71.969627
192.168.1.96,42810,104.16.227.10,https,0.000000,1,108,0,170,108.000000,14176.708984,85.000000,41.696201
192.168.1.96,,224.0.0.251,,0.000000,1,46,0,0,46.000000,0.000000,0.000000,0.000000
192.168.1.96,40820,108.139.229.25,https,35136.386719,3,186,0,303,62.000000,19109.261719,75.750000,115.580215
192.168.1.96,49666,64.233.184.92,https,17215.083984,2,132,0,205,66.000000,11031.024414,102.500000,62.676277
192.168.1.96,49698,64.233.184.92,https,14895.963867,2,132,0,205,66.000000,9544.986328,102.500000,54.232876
192.168.1.96,51446,172.217.19.138,https,24248.845703,2,132,0,205,66.000000,15538.094727,102.500000,88.284630
192.168.1.96,33302,142.251.37.234,https,23440.388672,2,132,0,205,66.000000,15020.054688,102.500000,85.341217
192.168.1.96,49712,64.233.184.92,https,15396.688477,2,132,0,205,66.000000,9865.838867,102.500000,56.055904
192.168.1.96,32996,172.217.171.195,https,23159.728516,3,198,0,205,66.000000,29680.429688,102.500000,112.425873
192.168.1.96,49162,92.122.225.9,http,0.000000,2,120,1,66,60.000000,153.239624,66.000000,0.638498
192.168.1.96,54744,172.217.19.46,https,10770.538086,2,132,0,205,66.000000,6901.509766,102.500000,39.213123
192.168.1.96,33008,172.217.171.195,https,28529.787109,3,210,1,344,70.000000,17365.957031,114.666664,77.526596
192.168.1.96,49161,92.122.225.9,http,0.000000,1,54,0,0,54.000000,0.000000,0.000000,0.000000
192.168.1.96,49164,88.221.103.209,https,0.000000,1,54,0,0,54.000000,0.000000,0.000000,0.000000
192.168.1.96,49163,88.221.103.209,https,0.000000,1,54,0,0,54.000000,0.000000,0.000000,0.000000
192.168.1.96,49169,192.229.221.95,http,0.000000,1,54,0,0,54.000000,0.000000,0.000000,0.000000
192.168.1.96,49166,209.197.3.8,http,0.000000,1,54,0,0,54.000000,0.000000,0.000000,0.000000
192.168.1.96,49165,209.197.3.8,http,0.000000,1,54,0,0,54.000000,0.000000,0.000000,0.000000
192.168.1.96,49167,192.229.221.95,http,0.000000,1,54,0,0,54.000000,0.000000,0.000000,0.000000
192.168.1.96,49170,204.79.197.200,https,0.000000,1,54,0,0,54.000000,0.000000,0.000000,0.000000
192.168.1.96,49171,204.79.197.200,https,0.000000,1,54,0,0,54.000000,0.000000,0.000000,0.000000
192.168.1.96,49168,192.229.221.95,http,0.000000,1,54,0,0,54.000000,0.000000,0.000000,0.000000
192.168.1.96,42810,104.16.227.10,https,8744.293945,6,734,0,574,122.333336,6843.981934,95.666664,19.646086
192.168.1.96,57171,192.168.1.1,domain,0.000000,1,90,0,122,90.000000,0.000000,122.000000,21.654396
192.168.1.96,48522,104.16.227.10,https,98362.062500,9,2295,0,3813,255.000000,58466.960938,381.299988,64.485619
192.168.1.96,35502,104.16.226.10,https,6096.118652,10,7772,0,1585,777.200012,29882.515625,158.500000,10.145958
192.168.1.96,53484,66.102.1.188,5228,0.000000,1,66,0,66,66.000000,0.000000,66.000000,17.324118
192.168.1.96,37980,172.217.171.206,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,21.933674
192.168.1.96,54766,192.168.1.1,domain,0.000000,1,91,0,139,91.000000,0.000000,139.000000,20.022825
192.168.1.96,40626,192.168.1.1,domain,0.000000,1,91,0,175,91.000000,0.000000,175.000000,16.036434
192.168.1.96,59152,44.205.64.79,https,38789.679688,18,4517,0,7608,250.944443,23204.201172,475.500000,22.431995
192.168.1.96,44838,192.168.1.1,domain,0.000000,1,85,0,169,85.000000,0.000000,169.000000,17.070089
192.168.1.96,49221,192.168.1.1,domain,0.000000,1,85,0,133,85.000000,0.000000,133.000000,23.594923
192.168.1.96,51576,3.216.34.172,https,152389.562500,16,1633,2,11344,102.062500,21937.791016,709.000000,55.525108
192.168.1.96,42810,104.16.227.10,https,14330.423828,2,174,0,170,87.000000,14000.988281,85.000000,61.769066
192.168.1.96,56825,192.168.1.1,domain,0.000000,1,90,0,130,90.000000,0.000000,130.000000,21.207109
192.168.1.96,51177,192.168.1.1,domain,0.000000,1,90,0,164,90.000000,0.000000,164.000000,20.191416
192.168.1.96,44628,104.244.42.136,https,24175.060547,4,240,0,261,60.000000,25008.683594,87.000000,104.202843
192.168.1.96,38770,192.168.1.1,domain,0.000000,1,91,0,141,91.000000,0.000000,141.000000,15.290987
192.168.1.96,51635,172.217.19.46,https,84700.398438,10,6428,0,3916,642.799988,137661.937500,356.000000,59.480618
192.168.1.96,37337,192.168.1.1,domain,0.000000,1,91,0,175,91.000000,0.000000,175.000000,15.077497
192.168.1.96,39204,34.205.13.154,https,22390.201172,19,4547,0,7740,239.315796,13195.209961,430.000000,13.783297
192.168.1.96,40371,192.168.1.1,domain,0.000000,1,85,0,169,85.000000,0.000000,169.000000,16.291155
192.168.1.96,39208,34.205.13.154,https,131982.453125,16,1633,0,11410,102.062500,18816.011719,671.176453,49.160053
192.168.1.96,51576,3.216.34.172,https,3045.462158,3,222,0,156,74.000000,5778.569336,78.000000,19.522194
192.168.1.96,59152,44.205.64.79,https,6530.144043,4,288,0,222,72.000000,9530.480469,74.000000,33.091946
192.168.1.96,35502,104.16.226.10,https,3149.826904,8,7202,0,1400,900.250000,16204.251953,175.000000,4.821164
192.168.1.96,39208,34.205.13.154,https,8806.606445,3,222,0,300,74.000000,5792.790527,75.000000,29.355356
192.168.1.96,39204,34.205.13.154,https,10835.149414,4,288,0,300,72.000000,10401.743164,75.000000,42.136692
192.168.1.96,51810,151.101.0.176,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,28.891714
192.168.1.96,51820,151.101.0.176,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,27.759272
192.168.1.96,59830,151.101.0.176,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,37.151245
192.168.1.96,36010,104.16.169.131,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,36.621986
0,0,90,1,0.000000,1066,563705,0,0,0.000000,0.000000,0.000000,0.000000
192.168.1.96,51635,172.217.19.46,https,41732.859375,6,2999,0,1272,499.833344,102487.375000,254.399994,51.243687
192.168.1.96,33102,172.217.171.206,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,27.419044
192.168.1.96,36056,142.251.37.228,https,117112.367188,5,2854,0,2568,570.799988,130162.843750,513.599976,64.112610
192.168.1.96,42810,104.16.227.10,https,0.000000,1,108,0,170,108.000000,14299.232422,85.000000,42.056568
192.168.1.1,,224.0.0.1,,0.000000,1,46,0,0,46.000000,0.000000,0.000000,0.000000
192.168.1.96,,224.0.0.251,,0.000000,1,46,0,0,46.000000,0.000000,0.000000,0.000000
fe80::5424:887b:fabb:31da,dhcpv6-client,ff02::1:2,dhcpv6-server,0.000000,1,110,0,0,110.000000,0.000000,0.000000,0.000000
192.168.1.96,51635,172.217.19.46,https,38471.832031,7,4068,0,1341,581.142883,116653.289062,191.571426,54.362373
192.168.1.96,37077,239.255.255.250,1900,0.000000,4,860,0,0,215.000000,1706.707642,0.000000,0.992272
192.168.1.96,35502,104.16.226.10,https,72625.078125,8,7201,0,1395,900.125000,374783.468750,174.375000,111.524994
192.168.1.96,37980,172.217.171.206,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,22.123894
192.168.1.96,53484,66.102.1.188,5228,0.000000,1,66,0,66,66.000000,0.000000,66.000000,17.951387
192.168.1.96,42810,104.16.227.10,https,543.697083,3,282,0,340,94.000000,737.461487,85.000000,2.169004
192.168.1.96,55600,104.16.227.10,https,112107.937500,9,2297,0,3819,255.222229,66586.507812,381.899994,73.369064
192.168.1.96,35502,104.16.226.10,https,20673.728516,5,3320,0,811,664.000000,84606.195312,162.199997,35.836586
192.168.1.96,51635,172.217.19.46,https,32002.277344,5,2433,0,944,486.600006,79172.093750,157.333328,50.829540
192.168.1.96,51820,151.101.0.176,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,38.868160
192.168.1.96,51810,151.101.0.176,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,37.089237
192.168.1.96,59830,151.101.0.176,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,36.854134
192.168.1.96,36010,104.16.169.131,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,39.151203
192.168.1.96,35502,104.16.226.10,https,30404.818359,4,3562,0,700,890.500000,154746.046875,175.000000,50.674698
192.168.1.96,51635,172.217.19.46,https,38497.773438,5,2437,0,1134,487.399994,79439.851562,189.000000,50.922981
192.168.1.96,33102,172.217.171.206,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,27.583923
192.168.1.96,60981,192.168.1.1,domain,0.000000,1,100,0,244,100.000000,0.000000,244.000000,24.968788
192.168.1.96,42964,35.224.170.84,http,4726.976074,6,492,0,486,82.000000,4982.160156,97.199997,15.189512
192.168.1.96,35502,104.16.226.10,https,39292.730469,4,3640,0,700,910.000000,204322.203125,175.000000,65.487885
192.168.1.96,42810,104.16.227.10,https,9047.068359,2,174,0,170,87.000000,8839.089844,85.000000,38.995983
192.168.1.96,56888,192.168.1.1,domain,0.000000,1,86,0,102,86.000000,0.000000,102.000000,21.239088
192.168.1.96,41034,192.168.1.1,domain,0.000000,1,86,0,143,86.000000,0.000000,143.000000,14.043169
192.168.1.96,46152,172.217.18.227,https,165110.281250,9,2438,0,3336,270.888885,120687.492188,370.666656,118.293785
0,0,58,1,0.000000,177,55967,0,0,0.000000,0.000000,0.000000,0.000000
192.168.1.96,40932,192.168.1.1,domain,0.000000,1,85,0,133,85.000000,0.000000,133.000000,19.516003
192.168.1.96,59968,192.168.1.1,domain,0.000000,1,85,0,169,85.000000,0.000000,169.000000,14.186611
192.168.1.96,40992,34.240.123.193,https,68887.460938,14,2840,0,8431,202.857147,23348.982422,648.538452,28.765804
192.168.1.96,57033,142.251.37.228,https,122229.578125,6,1756,0,2568,292.666656,87077.421875,513.599976,74.348892
192.168.1.96,34856,192.168.1.1,domain,0.000000,1,106,0,362,106.000000,0.000000,362.000000,13.397642
192.168.1.96,35434,192.168.1.1,domain,0.000000,1,106,0,163,106.000000,0.000000,163.000000,10.555538
192.168.1.96,51810,151.101.0.176,https,411048.875000,38,3301,1,60608,86.868423,22223.529297,1143.547119,77.765068
192.168.1.96,51121,192.168.1.1,domain,0.000000,1,85,0,169,85.000000,0.000000,169.000000,9.082404
192.168.1.96,37270,192.168.1.1,domain,0.000000,1,83,0,131,83.000000,0.000000,131.000000,19.272278
192.168.1.96,41974,192.168.1.1,domain,0.000000,1,83,0,167,83.000000,0.000000,167.000000,11.270019
192.168.1.96,41004,34.240.123.193,https,164292.828125,18,2623,1,12914,145.722229,33493.839844,759.647034,57.445045
192.168.1.96,54357,172.217.171.234,https,133723.437500,7,2637,0,3800,376.714294,90931.945312,475.000000,70.380760
192.168.1.96,47586,54.187.159.182,https,51522.078125,94,78661,0,27470,836.819153,147339.812500,256.728973,47.330490
192.168.1.96,35089,192.168.1.1,domain,0.000000,1,84,0,190,84.000000,0.000000,190.000000,15.889409
192.168.1.96,37400,192.168.1.1,domain,0.000000,1,84,0,180,84.000000,0.000000,180.000000,18.965256
192.168.1.96,47431,192.168.1.1,domain,0.000000,1,98,0,146,98.000000,0.000000,146.000000,19.711037
192.168.1.96,57166,192.168.1.1,domain,0.000000,1,98,0,182,98.000000,0.000000,182.000000,13.194701
192.168.1.96,57941,192.168.1.1,domain,0.000000,1,97,0,145,97.000000,0.000000,145.000000,17.332523
192.168.1.96,53447,192.168.1.1,domain,0.000000,1,97,0,181,97.000000,0.000000,181.000000,0.769368
192.168.1.96,50187,192.168.1.1,domain,0.000000,1,95,0,156,95.000000,0.000000,156.000000,11.711522
192.168.1.96,52748,52.30.58.64,https,72670.968750,12,1962,0,5056,163.500000,28206.056641,421.333344,45.076382
192.168.1.96,39887,18.65.64.92,https,34815.789062,17,2820,0,8378,165.882355,11644.737305,440.947357,19.188597
192.168.1.96,44494,18.65.64.92,https,43840.804688,18,3416,0,8941,189.777771,16752.431641,496.722229,22.712082
192.168.1.96,51820,151.101.0.176,https,40637.000000,5,531,0,481,106.199997,44859.023438,96.199997,118.744476
192.168.1.96,33780,18.202.131.124,https,4512.897461,7,1201,0,957,171.571426,6068.256348,191.399994,8.100827
192.168.1.96,36048,192.168.1.1,domain,0.000000,1,83,0,145,83.000000,0.000000,145.000000,21.947151
192.168.1.96,60056,192.168.1.1,domain,0.000000,1,83,0,181,83.000000,0.000000,181.000000,21.400902
192.168.1.96,37360,192.168.1.1,domain,0.000000,1,86,0,192,86.000000,0.000000,192.000000,20.935831
192.168.1.96,58537,192.168.1.1,domain,0.000000,1,86,0,212,86.000000,0.000000,212.000000,16.660002
192.168.1.96,33784,18.202.131.124,https,60340.605469,23,3486,1,9840,151.565216,21652.240234,546.666687,32.462132
192.168.1.96,55060,192.168.1.1,domain,0.000000,1,81,0,165,81.000000,0.000000,165.000000,15.366412
192.168.1.96,56738,54.187.119.242,https,0.000000,2,128,0,74,64.000000,2542.431885,74.000000,9.931375
192.168.1.96,54676,192.168.1.1,domain,0.000000,1,99,0,186,99.000000,0.000000,186.000000,9.749535
192.168.1.96,49096,108.139.229.71,https,22043.548828,12,2082,0,2593,173.500000,17703.464844,216.083328,26.661844
192.168.1.96,56752,54.187.119.242,https,28381.599609,7,1093,0,3423,156.142853,9321.261719,570.500000,14.921977
192.168.1.96,60533,142.251.37.228,https,102049.835938,17,2998,0,5100,176.352936,60500.976562,340.000000,83.076286
192.168.1.96,33918,192.168.1.1,domain,0.000000,1,85,0,101,85.000000,0.000000,101.000000,13.926414
192.168.1.96,55267,192.168.1.1,domain,0.000000,1,85,0,135,85.000000,0.000000,135.000000,8.496033
192.168.1.96,38783,192.168.1.1,domain,0.000000,1,93,0,109,93.000000,0.000000,109.000000,13.043932
192.168.1.96,37003,192.168.1.1,domain,0.000000,1,93,0,143,93.000000,0.000000,143.000000,5.920979
192.168.1.96,37589,64.233.184.92,https,72924.195312,29,4555,0,9207,157.068970,36031.976562,306.899994,59.397869
192.168.1.96,52096,64.233.184.92,https,109832.242188,7,3161,0,3860,451.571442,92522.648438,643.333313,51.211800
192.168.1.96,53366,142.250.13.81,https,22650.960938,6,1259,0,1627,209.833328,19478.712891,406.750000,20.870050
192.168.1.96,47923,192.168.1.1,domain,0.000000,1,86,0,102,86.000000,0.000000,102.000000,11.197456
192.168.1.96,55300,192.168.1.1,domain,0.000000,1,86,0,136,86.000000,0.000000,136.000000,10.683875
192.168.1.96,34134,172.217.171.238,https,199261.703125,24,9973,0,8153,415.541656,243329.937500,326.119995,152.749481
192.168.1.96,39250,192.168.1.1,domain,0.000000,1,83,0,115,83.000000,0.000000,115.000000,19.873604
192.168.1.96,42168,192.168.1.1,domain,0.000000,1,83,0,120,83.000000,0.000000,120.000000,18.140261
192.168.1.96,41823,104.16.169.131,https,335445.781250,77,14036,0,107075,182.285721,43799.984375,973.409119,73.505821
192.168.1.96,36010,104.16.169.131,https,2170042.750000,47,3422,0,94921,72.808510,77764.335938,1438.197021,324.985291
192.168.1.96,53484,66.102.1.188,5228,0.000000,1,66,0,66,66.000000,0.000000,66.000000,19.921509
192.168.1.96,37980,172.217.171.206,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,27.830345
192.168.1.96,59830,151.101.0.176,https,634971.250000,15,1242,0,17870,82.800003,43506.593750,940.526306,154.710953
192.168.1.96,54248,192.168.1.1,domain,0.000000,1,83,0,211,83.000000,0.000000,211.000000,25.737377
192.168.1.96,58393,192.168.1.1,domain,0.000000,1,83,0,167,83.000000,0.000000,167.000000,9.360316
192.168.1.96,44464,44.237.56.42,https,52185.449219,17,10557,0,7984,621.000000,68550.320312,420.210541,30.183941
192.168.1.96,44470,44.237.56.42,https,29140.986328,7,1093,0,4033,156.142853,8461.451172,806.599976,12.416751
192.168.1.96,33879,192.168.1.1,domain,0.000000,1,93,0,125,93.000000,0.000000,125.000000,16.211658
192.168.1.96,36637,192.168.1.1,domain,0.000000,1,93,0,130,93.000000,0.000000,130.000000,16.211658
192.168.1.96,47586,54.187.159.182,https,13809.471680,23,16408,0,3728,713.391296,61191.320312,186.399994,20.468584
192.168.1.96,41004,34.240.123.193,https,20304.568359,4,692,0,1340,173.000000,10485.643555,335.000000,17.678108
192.168.1.1,,224.0.0.1,,0.000000,1,46,0,0,46.000000,0.000000,0.000000,0.000000
192.168.1.96,42810,104.16.227.10,https,0.000000,1,108,0,170,108.000000,14518.746094,85.000000,42.702194
192.168.1.96,33277,172.217.19.46,https,84861.617188,9,4740,0,3866,526.666687,101737.375000,351.454559,57.338932
192.168.1.96,47586,54.187.159.182,https,5809.414551,30,26872,1,3830,895.733337,41470.503906,191.500000,9.778144
192.168.1.96,44470,44.237.56.42,https,17865.498047,2,132,0,209,66.000000,11229.742188,104.500000,63.805351
192.168.1.96,,224.0.0.251,,0.000000,1,46,0,0,46.000000,0.000000,0.000000,0.000000
192.168.1.96,41004,34.240.123.193,https,32951.578125,12,3164,0,11129,263.666656,9305.220703,856.076904,9.622772
192.168.1.96,50800,192.168.1.1,domain,0.000000,1,81,0,165,81.000000,0.000000,165.000000,12.242299
192.168.1.96,53861,192.168.1.1,domain,0.000000,1,84,0,116,84.000000,0.000000,116.000000,22.035168
192.168.1.96,55503,192.168.1.1,domain,0.000000,1,84,0,157,84.000000,0.000000,157.000000,21.025188
192.168.1.96,38419,104.16.226.10,https,116723.257812,11,5434,0,2420,494.000000,262096.765625,220.000000,139.272064
192.168.1.96,47586,54.187.159.182,https,55212.886719,13,10356,0,4456,796.615356,124665.843750,222.800003,52.161442
192.168.1.96,40992,34.240.123.193,https,67223.304688,4,1116,0,3147,279.000000,23831.386719,786.750000,24.913338
192.168.1.96,42810,104.16.227.10,https,1409.081543,9,974,0,778,108.222221,1108.065308,97.250000,3.254230
192.168.1.96,39882,192.168.1.1,domain,0.000000,1,90,0,163,90.000000,0.000000,163.000000,17.507309
192.168.1.96,52704,104.16.227.10,https,114135.156250,9,2298,0,3814,255.333328,67922.546875,381.399994,74.804573
192.168.1.96,38419,104.16.226.10,https,5611.575195,9,6948,0,1498,772.000000,26018.835938,166.444443,8.952401
192.168.1.96,33102,172.217.171.206,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,27.790901
192.168.1.96,42810,104.16.227.10,https,0.000000,0,0,0,66,0.000000,0.000000,66.000000,0.000000
192.168.1.96,33277,172.217.19.46,https,40644.925781,5,2735,0,1225,547.000000,90746.015625,245.000000,46.658718
192.168.1.96,39470,192.168.1.1,domain,0.000000,1,98,0,114,98.000000,0.000000,114.000000,18.453590
192.168.1.96,38419,104.16.226.10,https,20796.203125,5,4849,0,703,969.799988,152820.578125,175.750000,39.386749
192.168.1.96,53032,192.168.1.1,domain,0.000000,1,98,0,155,98.000000,0.000000,155.000000,9.482088
192.168.1.96,54769,142.251.37.234,https,81765.351562,10,4818,0,3126,481.799988,127605.734375,347.333344,66.200813
192.168.1.96,35256,41.231.48.63,http,126457.359375,34,3690,0,62394,108.529411,7441.234375,1521.804932,19.215918
192.168.1.96,33277,172.217.19.46,https,41099.527344,5,2252,0,1067,450.399994,83215.000000,177.833328,57.724056
192.168.1.96,35258,41.231.48.63,http,0.000000,2,140,0,74,70.000000,17201.660156,74.000000,61.434498
192.168.1.96,47517,192.168.1.1,domain,0.000000,1,88,0,104,88.000000,0.000000,104.000000,20.799534
192.168.1.96,35809,192.168.1.1,domain,0.000000,1,88,0,145,88.000000,0.000000,145.000000,12.010282
192.168.1.96,37876,192.168.1.1,domain,0.000000,1,91,0,107,91.000000,0.000000,107.000000,11.003763
192.168.1.96,57549,192.168.1.1,domain,0.000000,1,91,0,148,91.000000,0.000000,148.000000,8.541752
